https://www.comedyworks.com/comedians?page=1,
https://www.comedyworks.com/comedians,
https://www.comedyworks.com/comedians/about-lastnight,"
About  Last Night
ABOUT LAST NIGHT PODCAST LIVE RECORDING!

Comedians Brad Williams and Adam Ray share crazy stories from their lives on the road. From sex, to sports, to booze, when a dwarf and a Jew come together the results are unpredictable but always entertaining

Please review our ticket resale policy
"
https://www.comedyworks.com/comedians/adam-carolla-is-unprepared,"
Adam  Carolla is Unprepared
Adam Carolla is best known as a comedian, actor, radio personality, television host and NY Times best-selling author.  He currently hosts The Adam Carolla Show, which holds the Guinness Book of World Records for “most downloaded podcast.”  The podcast now receives more than 30 million downloads a month.

In 2019, Adam is touring his new show, Adam Carolla Is Unprepared, in which Adam improvises a brand-new stand-up act nightly based on one-word audience suggestions pulled at random.

Adam became a New York Times best-selling author when his book, In 50 Years We’ll All Be Chicks, topped the charts for ten weeks. The audio version went straight to the #1 position on iTunes.  He has since released two other New York Times Best Selling Books, Not Taco Bell Material and President Me.

Adam began his career on the nationally syndicated radio program Loveline with Dr. Drew Pinsky. MTV developed a television version of the show, which was co-hosted by Adam and Dr. Drew for five seasons (1996-2000). 

With his partners Daniel Kellison and Jimmy Kimmel Adam created and starred in two hit Comedy Central shows, The Man Show (1999-2003) and Crank Yankers (2002‐2005). 

Adam also co-wrote, produced and starred in two independent feature length films: The Hammer (2007) and Road Hard (2015).  Through his venture Chassy Media he produced the inspirational documentaries Winning: The Racing Life Of Paul Newman, Uppity: The Willy T. Ribbs Story, and The 24 Hour War.



Please review our ticket resale policy.
"
https://www.comedyworks.com/comedians/adam-cayton-holland,"
Adam Cayton-Holland
Join Denver's Newest Dad This Father's Day at Comedy Works Downtown!

Adam Cayton-Holland is a national touring headliner who was named one of 25 “Comics to Watch” by Esquire Magazine and one of “10 Comics to Watch” by Variety.

Along with his co-hosts in the The Grawlix comedy troupe, Adam created, writes and stars in truTV’s Those Who Can’t, in which Adam plays Spanish teacher and bon vivant Loren Payton. He has appeared on Conan, Comedy Central Presents, The Meltdown with Jonah and Kumail, Happy Endings, Deadbeat, Flophouse, Hidden America, and @midnight. He was also featured on the Nerdist, Comedy Bang Bang, and Sklarbro County podcasts. Cayton-Holland has performed at the Montreal Just For Laughs, SXSW, Bridgetown Comedy festivals, and helms his own comedy extravaganza in Denver, The High Plains Comedy Festival. He has also performed at The Kennedy Center and Carnegie Hall. 

Adam has three albums, I Don’t Know If I Happy, Backyards, and Adam Cayton-Holland Performs His Signature Bits, all available on iTunes. His first book, Tragedy Plus Time, was recently released by Touchstone Books and is available in bookstores everywhere. 

He once threw out the opening pitch at a Colorado Rockies game and people have described him as “genial,” and “with decent teeth.”


Please review our ticket resale policy.
"
https://www.comedyworks.com/comedians/adam-ray,"
Adam Ray
Adam Ray has been very busy between his acting, writing and touring the country doing stand-up.  He was most recently seen on Arrested Development, HBO’s Curb Your Enthusiasm, the Netflix film Game Over Man, HBO’s Ballers, and season two of American Vandal for Netflix.  

On the big screen, Adam is known from his work opposite Sandra Bullock and Melissa McCarthy in Paul Feig's buddy cop comedy The Heat.  He was also featured in Paul Feig’s Spy, in the Jennifer Lopez comedy Second Act, as well as the reboot of Ghostbusters.  Adam was a cast member in the reboot of the sketch comedy franchise MADtv for the CW and played Joey McIntyre’s manager on the Pop Network show Return Of The Mac.  On the voiceover front, Adam has been the voice of CONAN for the past two years, has featured in cartoons like Trolls, Rick & Morty, Supermansion, and most recently in the Dreamworks show She-Ra on Netflix.  

Adam co-hosted the comedy game show Separation Anxiety on TBS with comedian Iliza Shlesinger and has guest-starred on 2 Broke Girls, Workaholics, Silicon Valley, and @midnight.  He has written for MTV’s Punk’d, Adam Devine’s House Party, and the reboot of Mystery Science Theater.  Ray’s stand-up has been featured on The Late Late Show with Craig Ferguson and Adam Devine’s House Party on Comedy Central.  Adam is a regular on The Adam Carolla Podcast and co-hosts the popular About Last Night podcast.  His hilarious sketches, which have garnered over 30 million views on YouTube and Funny Or Die.



Please review our ticket resale policy.

"
https://www.comedyworks.com/comedians/adam-ruins-everything-presents-mind-parasites-live-with-adam-conover,"
Adam Ruins Everything: Mind Parasites Live Tour
Adam Ruins Everything Presents: Mind Parasites LIVE with Adam Conover

Adam Conover is the creator and star of TruTV’s hit Adam Ruins Everything, an educational comedy that debunks popular misconceptions and encourages the audience to question everything they think they know.  The New York Times calls it “one of history’s most entertaining shows dedicated to the art of debunking” and refers to Adam as a “genial provocateur.”  

Adam’s videos have earned millions of views on YouTube.  Conover has made several appearances on the Netflix animated series Bojack Horseman and was a regular panelist on VH1’s Best Week Ever.  A writer and performer for College Humor Originals, Adam also co-wrote and starred in the film festival darling The Exquisite Corpse Project.  

He is a founding member of the sketch group Olde English, who performed at HBO’s Comedy Fest in Aspen and was named “Best Sketch Group on the Web” by Cracked.com.  As a stand-up comedian, Adam can be seen regularly in the top New York and Los Angeles comedy clubs, and tours at colleges across the country.




Please review our ticket resale policy.
"
https://www.comedyworks.com/comedians/adrian-mesa,"
Adrian Mesa
Born in the crazy atmosphere of South Florida, this 1st generation Cuban-American comedian has honed his craft into a freeing and inspired comedy experience. He is equally adept at traditional stand-up, improvisation, and his very own brand of original guitar comedy.

During his twenties he won various contests including Latino Laugh Festival in 2000 and Winner of the Las Vegas Comedy Festival in 2003. He has featured on CBS' ""Urban Latino"" and Telemundo's MUN2, show ""The Roof"". He frequently visits New York City- a mecca for all artists. Aside from garnering props from pros at Caroline's Comedy Club,Gotham, or Stand-up New York, Adrian also has proven to be quite electric in the ""alternative"" rooms sprinkled throughout the Village and the outer boroughs. He also explored the great west, immersed himself into the Denver comedy scene-where original fresh comedy flows as freely as the hand-crafted micro brews.  

Adrian has performed for Comedy Central's South Beach Comedy Festival, and was invited to Montreal's Just for Laugh's Comedy Festival where he was part of ""New Faces of 2010"" which spotlights up and coming comics from around the world. In 2011, his voice talents for an animated short, Xemoland, was chosen as an official selection for The Sundance Film Festival.



Please review our ticket resale policy.
"
https://www.comedyworks.com/comedians/aisha-tyler,"
Aisha Tyler
Aisha Tyler is an actress, comedian, director, author and activist. Her hot-streak stint as the first female and African-American host of E!'s Emmy-winning Talk Soup moved Aisha quickly into television and film. She is currently voicing the character of sexy superspy Lana Kane on FX’s hit animated series Archer and is the new host of Whose Line is it Anyway, which debuts July 16th on the CW. She is also the creator, producer and host of the hit podcast Girl on Guy with Aisha Tyler. The podcast was named “best new comedy podcast for 2011” by iTunes and has just surpassed 7 million downloads.

As an actress her work is varied and includes TV shows such as Friends, CSI: Crime Scene Investigation, 24, Ghost Whisperer, and Nip/Tuck. Aisha has had prime roles in several movies, including Adam Sandler’s Bedtime Stories, the thriller Death Sentence, the comedy Balls of Fury with Christopher Walken, The Santa Clause 2 and 3 with Tim Allen, and the comedy Babymakers.

Aisha’s second book, Self-Inflicted Wounds, named for the wildly popular segment of her podcast, was just released and is now available for purchase. Aisha’s razor wit has made her a favorite on The Tonight Show, Late Night with David Letterman, The Late Show with Jimmy Fallon, The Late Late Show with Craig Ferguson, The Today Show, Chelsea Lately, Jimmy Kimmel Live, CNN and many more. Aisha tours nationwide year-round and is at work on a second one-hour special. 
"
https://www.comedyworks.com/comedians/aj-finney,"
AJ Finney
Stylistically manic, artistically brilliant, AJ Finney is an eclectic Midwesterner with a passion for the psychedelic scene of the Sixties. Comedy, jam bands and Volkswagens — that’s him. 
He’s an eco-friendly, improvisational, sometimes philosophical, patchouli-soaked quipster. AJ’s organic approach is refreshing and his poetic stream of consciousness style makes for a colorful and unforgettable comedic experience. His audience (much like the Deadheads) are finding him through alternative venues such as music festivals, head shops, and record stores.  
AJ joined TJ Miller on his Meticulously Ridiculous tour in 2015. In 2014 AJ was crowned “Best of the Midwest” winner at Gilda’s LaughFest in Grand Rapids. He was also featured on the FOX television show Laughs, and was one of the 100 performers chosen for Season 8 of NBC’s Last Comic Standing. In 2013 he was a semifinalist in Comedy Central's Up Next.  He was a finalist in the 2011 San Francisco International Comedy Competition. He was voted “Best in Fest” at the 2011 Detroit LaughFest and was a finalist in HBO’s Lucky 21 comedy competition.
AJ is an effective and engaging storyteller with a rhythm that quickly pulls you into his world. You'll laugh until you leave and then later you'll laugh again.



Please review our ticket resale policy.
"
